,Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country,quarantine_reason
29413,2012,London,Aquatics,Swimming,Yun Hao,CHN,Men,4X200M Freestyle,Bronze,China,
29414,2012,London,Aquatics,Swimming,Haiqi Jiang,CHN,Men,4X200M Freestyle,Bronze,China,
29415,2012,London,Aquatics,Swimming,Yunqi Li,CHN,Men,4X200M Freestyle,Bronze,China,
29416,2012,London,Aquatics,Swimming,Zhiwu Lu,CHN,Men,4X200M Freestyle,Bronze,China,
29417,2012,London,Aquatics,Swimming,Yang Sun,CHN,Men,4X200M Freestyle,Bronze,China,
29418,2012,London,Aquatics,Swimming,Alyssa Anderson,USA,Women,4X200M Freestyle,Gold,United States,
29419,2012,London,Aquatics,Swimming,Missy Franklin,USA,Women,4X200M Freestyle,Gold,United States,
29420,2012,London,Aquatics,Swimming,Lauren Perdue,USA,Women,4X200M Freestyle,Gold,United States,
29421,2012,London,Aquatics,Swimming,Allison Schmitt,USA,Women,4X200M Freestyle,Gold,United States,
29422,2012,London,Aquatics,Swimming,Dana Vollmer,USA,Women,4X200M Freestyle,Gold,United States,
29423,2012,London,Aquatics,Swimming,Shannon Vreeland,USA,Women,4X200M Freestyle,Gold,United States,
29424,2012,London,Aquatics,Swimming,Angie Bainbridge,AUS,Women,4X200M Freestyle,Silver,Australia,
29425,2012,London,Aquatics,Swimming,Bronte Barratt,AUS,Women,4X200M Freestyle,Silver,Australia,
29426,2012,London,Aquatics,Swimming,Alicia Coutts,AUS,Women,4X200M Freestyle,Silver,Australia,
29427,2012,London,Aquatics,Swimming,Brittany Elmslie,AUS,Women,4X200M Freestyle,Silver,Australia,
29428,2012,London,Aquatics,Swimming,Blair Evans,AUS,Women,4X200M Freestyle,Silver,Australia,
29429,2012,London,Aquatics,Swimming,Jade Neilsen,AUS,Women,4X200M Freestyle,Silver,Australia,
29430,2012,London,Aquatics,Swimming,Kylie Palmer,AUS,Women,4X200M Freestyle,Silver,Australia,
29431,2012,London,Aquatics,Swimming,Melanie Schlanger,AUS,Women,4X200M Freestyle,Silver,Australia,
29432,2012,London,Aquatics,Swimming,Coralie Balmy,FRA,Women,4X200M Freestyle,Bronze,France,
29433,2012,London,Aquatics,Swimming,Charlotte Bonnet,FRA,Women,4X200M Freestyle,Bronze,France,
29434,2012,London,Aquatics,Swimming,Ophelie-Cyrielle Etienne,FRA,Women,4X200M Freestyle,Bronze,France,
29435,2012,London,Aquatics,Swimming,Margaux Farrell,FRA,Women,4X200M Freestyle,Bronze,France,
29436,2012,London,Aquatics,Swimming,Mylene Lazare,FRA,Women,4X200M Freestyle,Bronze,France,
29437,2012,London,Aquatics,Swimming,Camille Muffat,FRA,Women,4X200M Freestyle,Bronze,France,
29438,2012,London,Aquatics,Swimming,Florent Manaudou,FRA,Men,50M Freestyle,Gold,France,
29439,2012,London,Aquatics,Swimming,Cullen Jones,USA,Men,50M Freestyle,Silver,United States,
29440,2012,London,Aquatics,Swimming,Cesar Cielo Filho,BRA,Men,50M Freestyle,Bronze,Brazil,
29441,2012,London,Aquatics,Swimming,Ranomi Kromowidjojo,NED,Women,50M Freestyle,Gold,Netherlands,
29442,2012,London,Aquatics,Swimming,Aleksandra Gerasimenya,BLR,Women,50M Freestyle,Silver,Belarus,
29443,2012,London,Aquatics,Swimming,Marleen Veldhuis,NED,Women,50M Freestyle,Bronze,Netherlands,
29444,2012,London,Aquatics,Swimming,Katie Ledecky,USA,Women,800M Freestyle,Gold,United States,
29445,2012,London,Aquatics,Swimming,Mireia Belmonte Garcia,ESP,Women,800M Freestyle,Silver,Spain,
29446,2012,London,Aquatics,Swimming,Rebecca Adlington,GBR,Women,800M Freestyle,Bronze,United Kingdom,
29447,2012,London,Aquatics,Synchronized Swimming,Natalia Ishchenko,RUS,Women,Duet,Gold,Russia,
29448,2012,London,Aquatics,Synchronized Swimming,Svetlana Romashina,RUS,Women,Duet,Gold,Russia,
29449,2012,London,Aquatics,Synchronized Swimming,Ona Carbonell Ballestero,ESP,Women,Duet,Silver,Spain,
29450,2012,London,Aquatics,Synchronized Swimming,Andrea Fuentes Fache,ESP,Women,Duet,Silver,Spain,
29451,2012,London,Aquatics,Synchronized Swimming,Xuechen Huang,CHN,Women,Duet,Bronze,China,
29452,2012,London,Aquatics,Synchronized Swimming,Ou Liu,CHN,Women,Duet,Bronze,China,
29453,2012,London,Aquatics,Synchronized Swimming,Anastasia Davydova,RUS,Women,Team,Gold,Russia,
29454,2012,London,Aquatics,Synchronized Swimming,Maria Gromova,RUS,Women,Team,Gold,Russia,
29455,2012,London,Aquatics,Synchronized Swimming,Natalia Ishchenko,RUS,Women,Team,Gold,Russia,
29456,2012,London,Aquatics,Synchronized Swimming,Elvira Khasyanova,RUS,Women,Team,Gold,Russia,
29457,2012,London,Aquatics,Synchronized Swimming,Daria Korobova,RUS,Women,Team,Gold,Russia,
29458,2012,London,Aquatics,Synchronized Swimming,Alexandra Patskevich,RUS,Women,Team,Gold,Russia,
29459,2012,London,Aquatics,Synchronized Swimming,Svetlana Romashina,RUS,Women,Team,Gold,Russia,
29460,2012,London,Aquatics,Synchronized Swimming,Alla Shishkina,RUS,Women,Team,Gold,Russia,
29461,2012,London,Aquatics,Synchronized Swimming,Anzhelika Timanina,RUS,Women,Team,Gold,Russia,
29462,2012,London,Aquatics,Synchronized Swimming,Si Chang,CHN,Women,Team,Silver,China,
29463,2012,London,Aquatics,Synchronized Swimming,Xiaojun Chen,CHN,Women,Team,Silver,China,
29464,2012,London,Aquatics,Synchronized Swimming,Xuechen Huang,CHN,Women,Team,Silver,China,
29465,2012,London,Aquatics,Synchronized Swimming,Tingting Jiang,CHN,Women,Team,Silver,China,
29466,2012,London,Aquatics,Synchronized Swimming,Wenwen Jiang,CHN,Women,Team,Silver,China,
29467,2012,London,Aquatics,Synchronized Swimming,Ou Liu,CHN,Women,Team,Silver,China,
29468,2012,London,Aquatics,Synchronized Swimming,Xi Luo,CHN,Women,Team,Silver,China,
29469,2012,London,Aquatics,Synchronized Swimming,Wenyan Sun,CHN,Women,Team,Silver,China,
29470,2012,London,Aquatics,Synchronized Swimming,Yiwen Wu,CHN,Women,Team,Silver,China,
29471,2012,London,Aquatics,Synchronized Swimming,Clara Basiana Canellas,ESP,Women,Team,Bronze,Spain,
29472,2012,London,Aquatics,Synchronized Swimming,Alba Cabello Rodilla,ESP,Women,Team,Bronze,Spain,
29473,2012,London,Aquatics,Synchronized Swimming,Ona Carbonell Ballestero,ESP,Women,Team,Bronze,Spain,
29474,2012,London,Aquatics,Synchronized Swimming,Margalida Crespi Jaume,ESP,Women,Team,Bronze,Spain,
29475,2012,London,Aquatics,Synchronized Swimming,Andrea Fuentes Fache,ESP,Women,Team,Bronze,Spain,
29476,2012,London,Aquatics,Synchronized Swimming,Thais Henriquez Torres,ESP,Women,Team,Bronze,Spain,
29477,2012,London,Aquatics,Synchronized Swimming,Paula Klamburg Roque,ESP,Women,Team,Bronze,Spain,
29478,2012,London,Aquatics,Synchronized Swimming,Irene Montrucchio Beaus,ESP,Women,Team,Bronze,Spain,
29479,2012,London,Aquatics,Synchronized Swimming,Laia Pons Arenas,ESP,Women,Team,Bronze,Spain,
29480,2012,London,Aquatics,Water Polo,Samir Barac,CRO,Men,Water Polo,Gold,Croatia,
29481,2012,London,Aquatics,Water Polo,Miho Boskovic,CRO,Men,Water Polo,Gold,Croatia,
29482,2012,London,Aquatics,Water Polo,Ivan Buljubasic,CRO,Men,Water Polo,Gold,Croatia,
29483,2012,London,Aquatics,Water Polo,Damir Buric,CRO,Men,Water Polo,Gold,Croatia,
29484,2012,London,Aquatics,Water Polo,Andro Buslje,CRO,Men,Water Polo,Gold,Croatia,
29485,2012,London,Aquatics,Water Polo,Niksa Dobud,CRO,Men,Water Polo,Gold,Croatia,
29486,2012,London,Aquatics,Water Polo,Igor Hinic,CRO,Men,Water Polo,Gold,Croatia,
29487,2012,London,Aquatics,Water Polo,Maro Jokovic,CRO,Men,Water Polo,Gold,Croatia,
29488,2012,London,Aquatics,Water Polo,Petar Muslim,CRO,Men,Water Polo,Gold,Croatia,
29489,2012,London,Aquatics,Water Polo,Paulo Obradovic,CRO,Men,Water Polo,Gold,Croatia,
29490,2012,London,Aquatics,Water Polo,Josip Pavic,CRO,Men,Water Polo,Gold,Croatia,
29491,2012,London,Aquatics,Water Polo,Sandro Sukno,CRO,Men,Water Polo,Gold,Croatia,
29492,2012,London,Aquatics,Water Polo,Frano Vican,CRO,Men,Water Polo,Gold,Croatia,
29493,2012,London,Aquatics,Water Polo,Matteo Aicardi,ITA,Men,Water Polo,Silver,Italy,
29494,2012,London,Aquatics,Water Polo,Maurizio Felugo,ITA,Men,Water Polo,Silver,Italy,
29495,2012,London,Aquatics,Water Polo,Pietro Figlioli,ITA,Men,Water Polo,Silver,Italy,
29496,2012,London,Aquatics,Water Polo,Deni Fiorentini,ITA,Men,Water Polo,Silver,Italy,
29497,2012,London,Aquatics,Water Polo,Valentino Gallo,ITA,Men,Water Polo,Silver,Italy,
29498,2012,London,Aquatics,Water Polo,Massimo Giacoppo,ITA,Men,Water Polo,Silver,Italy,
29499,2012,London,Aquatics,Water Polo,Alex Giorgetti,ITA,Men,Water Polo,Silver,Italy,
29500,2012,London,Aquatics,Water Polo,Niccolo Gitto,ITA,Men,Water Polo,Silver,Italy,
29501,2012,London,Aquatics,Water Polo,Giacomo Pastorino,ITA,Men,Water Polo,Silver,Italy,
29502,2012,London,Aquatics,Water Polo,Amaurys Perez,ITA,Men,Water Polo,Silver,Italy,
29503,2012,London,Aquatics,Water Polo,Danijel Premus,ITA,Men,Water Polo,Silver,Italy,
29504,2012,London,Aquatics,Water Polo,Christian Presciutti,ITA,Men,Water Polo,Silver,Italy,
29505,2012,London,Aquatics,Water Polo,Stefano Tempesti,ITA,Men,Water Polo,Silver,Italy,
29506,2012,London,Aquatics,Water Polo,Milan Aleksic,SCG,Men,Water Polo,Bronze,Serbia,
29507,2012,London,Aquatics,Water Polo,Filip Filipovic,SCG,Men,Water Polo,Bronze,Serbia,
29508,2012,London,Aquatics,Water Polo,Zivko Gocic,SCG,Men,Water Polo,Bronze,Serbia,
29509,2012,London,Aquatics,Water Polo,Dusan Mandic,SCG,Men,Water Polo,Bronze,Serbia,
29510,2012,London,Aquatics,Water Polo,Stefan Mitrovic,SCG,Men,Water Polo,Bronze,Serbia,
29511,2012,London,Aquatics,Water Polo,Slobodan Nikic,SCG,Men,Water Polo,Bronze,Serbia,
29512,2012,London,Aquatics,Water Polo,Dusko Pijetlovic,SCG,Men,Water Polo,Bronze,Serbia,
29513,2012,London,Aquatics,Water Polo,Gojko Pijetlovic,SCG,Men,Water Polo,Bronze,Serbia,
29514,2012,London,Aquatics,Water Polo,Andrija Prlainovic,SCG,Men,Water Polo,Bronze,Serbia,
29515,2012,London,Aquatics,Water Polo,Nikola Radjen,SCG,Men,Water Polo,Bronze,Serbia,
29516,2012,London,Aquatics,Water Polo,Aleksa Saponjic,SCG,Men,Water Polo,Bronze,Serbia,
29517,2012,London,Aquatics,Water Polo,Slobodan Soro,SCG,Men,Water Polo,Bronze,Serbia,
29518,2012,London,Aquatics,Water Polo,Vanja Udovicic,SCG,Men,Water Polo,Bronze,Serbia,
29519,2012,London,Aquatics,Water Polo,Tumua Anae,USA,Women,Water Polo,Gold,United States,
29520,2012,London,Aquatics,Water Polo,Betsey Armstrong,USA,Women,Water Polo,Gold,United States,
29521,2012,London,Aquatics,Water Polo,Kami Craig,USA,Women,Water Polo,Gold,United States,
29522,2012,London,Aquatics,Water Polo,Annika Dries,USA,Women,Water Polo,Gold,United States,
29523,2012,London,Aquatics,Water Polo,Courtney Mathewson,USA,Women,Water Polo,Gold,United States,
29524,2012,London,Aquatics,Water Polo,Heather Petri,USA,Women,Water Polo,Gold,United States,
29525,2012,London,Aquatics,Water Polo,Kelly Rulon,USA,Women,Water Polo,Gold,United States,
29526,2012,London,Aquatics,Water Polo,Melissa Seidemann,USA,Women,Water Polo,Gold,United States,
29527,2012,London,Aquatics,Water Polo,Jessica Steffens,USA,Women,Water Polo,Gold,United States,
29528,2012,London,Aquatics,Water Polo,Maggie Steffens,USA,Women,Water Polo,Gold,United States,
29529,2012,London,Aquatics,Water Polo,Brenda Villa,USA,Women,Water Polo,Gold,United States,
29530,2012,London,Aquatics,Water Polo,Lauren Wenger,USA,Women,Water Polo,Gold,United States,
29531,2012,London,Aquatics,Water Polo,Elsie Windes,USA,Women,Water Polo,Gold,United States,
29532,2012,London,Aquatics,Water Polo,Marta Bach Pascual,ESP,Women,Water Polo,Silver,Spain,
29533,2012,London,Aquatics,Water Polo,Andrea Blas Martinez,ESP,Women,Water Polo,Silver,Spain,
29534,2012,London,Aquatics,Water Polo,Ana Copado Amoros,ESP,Women,Water Polo,Silver,Spain,
29535,2012,London,Aquatics,Water Polo,Anni Espar Llaquet,ESP,Women,Water Polo,Silver,Spain,
29536,2012,London,Aquatics,Water Polo,Laura Ester Ramos,ESP,Women,Water Polo,Silver,Spain,
29537,2012,London,Aquatics,Water Polo,Maica Garcia,ESP,Women,Water Polo,Silver,Spain,
29538,2012,London,Aquatics,Water Polo,Laura Lopez Ventosa,ESP,Women,Water Polo,Silver,Spain,
29539,2012,London,Aquatics,Water Polo,Ona Meseguer Flaque,ESP,Women,Water Polo,Silver,Spain,
29540,2012,London,Aquatics,Water Polo,Lorena Miranda Dorado,ESP,Women,Water Polo,Silver,Spain,
29541,2012,London,Aquatics,Water Polo,Matilde Ortiz Reyes,ESP,Women,Water Polo,Silver,Spain,
29542,2012,London,Aquatics,Water Polo,Jennifer Pareja,ESP,Women,Water Polo,Silver,Spain,
29543,2012,London,Aquatics,Water Polo,Pilar Pena Carrasco,ESP,Women,Water Polo,Silver,Spain,
29544,2012,London,Aquatics,Water Polo,Roser Tarrago Aymerich,ESP,Women,Water Polo,Silver,Spain,
29545,2012,London,Aquatics,Water Polo,Gemma Beadsworth,AUS,Women,Water Polo,Bronze,Australia,
29546,2012,London,Aquatics,Water Polo,Victoria Brown,AUS,Women,Water Polo,Bronze,Australia,
29547,2012,London,Aquatics,Water Polo,Kate Gynther,AUS,Women,Water Polo,Bronze,Australia,
29548,2012,London,Aquatics,Water Polo,Bronwen Knox,AUS,Women,Water Polo,Bronze,Australia,
29549,2012,London,Aquatics,Water Polo,Holly Lincoln-Smith,AUS,Women,Water Polo,Bronze,Australia,
29550,2012,London,Aquatics,Water Polo,Alicia Mccormack,AUS,Women,Water Polo,Bronze,Australia,
29551,2012,London,Aquatics,Water Polo,Jane Moran,AUS,Women,Water Polo,Bronze,Australia,
29552,2012,London,Aquatics,Water Polo,Glencora Ralph,AUS,Women,Water Polo,Bronze,Australia,
29553,2012,London,Aquatics,Water Polo,Melissa Rippon,AUS,Women,Water Polo,Bronze,Australia,
29554,2012,London,Aquatics,Water Polo,Sophie Smith,AUS,Women,Water Polo,Bronze,Australia,
29555,2012,London,Aquatics,Water Polo,Ash Southern,AUS,Women,Water Polo,Bronze,Australia,
29556,2012,London,Aquatics,Water Polo,Rowie Webster,AUS,Women,Water Polo,Bronze,Australia,
29557,2012,London,Aquatics,Water Polo,Nicola Zagame,AUS,Women,Water Polo,Bronze,Australia,
29558,2012,London,Archery,Archery,Jin Hyek Oh,KOR,Men,Individual,Gold,"Korea, South",
29559,2012,London,Archery,Archery,Takaharu Furukawa,JPN,Men,Individual,Silver,Japan,
29560,2012,London,Archery,Archery,Xiaoxiang Dai,CHN,Men,Individual,Bronze,China,
29561,2012,London,Archery,Archery,Bo Bae Ki,KOR,Women,Individual,Gold,"Korea, South",
29562,2012,London,Archery,Archery,Aida Roman,MEX,Women,Individual,Silver,Mexico,
29563,2012,London,Archery,Archery,Mariana Avitia,MEX,Women,Individual,Bronze,Mexico,
29564,2012,London,Archery,Archery,Michele Frangilli,ITA,Men,Team,Gold,Italy,
29565,2012,London,Archery,Archery,Marco Galiazzo,ITA,Men,Team,Gold,Italy,
29566,2012,London,Archery,Archery,Mauro Nespoli,ITA,Men,Team,Gold,Italy,
29567,2012,London,Archery,Archery,Brady Ellison,USA,Men,Team,Silver,United States,
29568,2012,London,Archery,Archery,Jake Kaminski,USA,Men,Team,Silver,United States,
29569,2012,London,Archery,Archery,Jacob Wukie,USA,Men,Team,Silver,United States,
29570,2012,London,Archery,Archery,Dong Hyun Im,KOR,Men,Team,Bronze,"Korea, South",
29571,2012,London,Archery,Archery,Bubmin Kim,KOR,Men,Team,Bronze,"Korea, South",
29572,2012,London,Archery,Archery,Jin Hyek Oh,KOR,Men,Team,Bronze,"Korea, South",
29573,2012,London,Archery,Archery,Hyeonju Choi,KOR,Women,Team,Gold,"Korea, South",
29574,2012,London,Archery,Archery,Bo Bae Ki,KOR,Women,Team,Gold,"Korea, South",
29575,2012,London,Archery,Archery,Sung Jin Lee,KOR,Women,Team,Gold,"Korea, South",
29576,2012,London,Archery,Archery,Ming Cheng,CHN,Women,Team,Silver,China,
29577,2012,London,Archery,Archery,Yuting Fang,CHN,Women,Team,Silver,China,
29578,2012,London,Archery,Archery,Jing Xu,CHN,Women,Team,Silver,China,
29579,2012,London,Archery,Archery,Ren Hayakawa,JPN,Women,Team,Bronze,Japan,
29580,2012,London,Archery,Archery,Miki Kanie,JPN,Women,Team,Bronze,Japan,
29581,2012,London,Archery,Archery,Kaori Kawanaka,JPN,Women,Team,Bronze,Japan,
29582,2012,London,Athletics,Athletics,Mo Farah,GBR,Men,10000M,Gold,United Kingdom,
29583,2012,London,Athletics,Athletics,Galen Rupp,USA,Men,10000M,Silver,United States,
29584,2012,London,Athletics,Athletics,Tariku Bekele,ETH,Men,10000M,Bronze,Ethiopia,
29585,2012,London,Athletics,Athletics,Tirunesh Dibaba,ETH,Women,10000M,Gold,Ethiopia,
29586,2012,London,Athletics,Athletics,Sally Jepkosgei Kipyego,KEN,Women,10000M,Silver,Kenya,
29587,2012,London,Athletics,Athletics,Vivian Cheruiyot,KEN,Women,10000M,Bronze,Kenya,
29588,2012,London,Athletics,Athletics,Usain Bolt,JAM,Men,100M,Gold,Jamaica,
29589,2012,London,Athletics,Athletics,Yohan Blake,JAM,Men,100M,Silver,Jamaica,
29590,2012,London,Athletics,Athletics,Justin Gatlin,USA,Men,100M,Bronze,United States,
29591,2012,London,Athletics,Athletics,Shelly-Ann Fraser-Pryce,JAM,Women,100M,Gold,Jamaica,
29592,2012,London,Athletics,Athletics,Carmelita Jeter,USA,Women,100M,Silver,United States,
29593,2012,London,Athletics,Athletics,Veronica Campbell-Brown,JAM,Women,100M,Bronze,Jamaica,
29594,2012,London,Athletics,Athletics,Sally Pearson,AUS,Women,100M Hurdles,Gold,Australia,
29595,2012,London,Athletics,Athletics,Dawn Harper,USA,Women,100M Hurdles,Silver,United States,
29596,2012,London,Athletics,Athletics,Kellie Wells,USA,Women,100M Hurdles,Bronze,United States,
29597,2012,London,Athletics,Athletics,Aries Merritt,USA,Men,110M Hurdles,Gold,United States,
29598,2012,London,Athletics,Athletics,Jason Richardson,USA,Men,110M Hurdles,Silver,United States,
29599,2012,London,Athletics,Athletics,Hansle Parchment,JAM,Men,110M Hurdles,Bronze,Jamaica,
29600,2012,London,Athletics,Athletics,Taoufik Makhloufi,ALG,Men,1500M,Gold,Algeria,
29601,2012,London,Athletics,Athletics,Leonel Manzano,USA,Men,1500M,Silver,United States,
29602,2012,London,Athletics,Athletics,Abdalaati Iguider,MAR,Men,1500M,Bronze,Morocco,
29604,2012,London,Athletics,Athletics,Gamze Bulut,TUR,Women,1500M,Silver,Turkey,
29605,2012,London,Athletics,Athletics,Maryam Yusuf Jamal,BRN,Women,1500M,Bronze,Bahrain,
29606,2012,London,Athletics,Athletics,Usain Bolt,JAM,Men,200M,Gold,Jamaica,
29607,2012,London,Athletics,Athletics,Yohan Blake,JAM,Men,200M,Silver,Jamaica,
29608,2012,London,Athletics,Athletics,Warren Weir,JAM,Men,200M,Bronze,Jamaica,
29609,2012,London,Athletics,Athletics,Allyson Felix,USA,Women,200M,Gold,United States,
29610,2012,London,Athletics,Athletics,Shelly-Ann Fraser-Pryce,JAM,Women,200M,Silver,Jamaica,
29611,2012,London,Athletics,Athletics,Carmelita Jeter,USA,Women,200M,Bronze,United States,
29612,2012,London,Athletics,Athletics,Elena Lashmanova,RUS,Women,20KM Race Walk,Gold,Russia,
29613,2012,London,Athletics,Athletics,Shenjie Qieyang,CHN,Women,20KM Race Walk,Silver,China,
29614,2012,London,Athletics,Athletics,Hong Liu,CHN,Women,20KM Race Walk,Bronze,China,
29615,2012,London,Athletics,Athletics,Ding Chen,CHN,Men,20KM Walk,Gold,China,
29616,2012,London,Athletics,Athletics,Erick Barrondo,GUA,Men,20KM Walk,Silver,Guatemala,
29617,2012,London,Athletics,Athletics,Zhen Wang,CHN,Men,20KM Walk,Bronze,China,
29618,2012,London,Athletics,Athletics,Ezekiel Kemboi,KEN,Men,3000M Steeple,Gold,Kenya,
29619,2012,London,Athletics,Athletics,Mahiedine Mekhissi-Benabbad,FRA,Men,3000M Steeple,Silver,France,
29620,2012,London,Athletics,Athletics,Abel Kiprop Mutai,KEN,Men,3000M Steeple,Bronze,Kenya,
29621,2012,London,Athletics,Athletics,Habiba Ghribi,TUN,Women,3000M Steeple,Gold,Tunisia,
29622,2012,London,Athletics,Athletics,Sofia Assefa,ETH,Women,3000M Steeple,Silver,Ethiopia,
29623,2012,London,Athletics,Athletics,Milcah Chemos Cheywa,KEN,Women,3000M Steeple,Bronze,Kenya,
29624,2012,London,Athletics,Athletics,Kirani James,GRN,Men,400M,Gold,Grenada,
29625,2012,London,Athletics,Athletics,Luguelin Santos,DOM,Men,400M,Silver,Dominican Republic,
29626,2012,London,Athletics,Athletics,Lalonde Gordon,TRI,Men,400M,Bronze,Trinidad and Tobago,
29627,2012,London,Athletics,Athletics,Sanya Richards-Ross,USA,Women,400M,Gold,United States,
29628,2012,London,Athletics,Athletics,Christine Ohuruogu,GBR,Women,400M,Silver,United Kingdom,
29629,2012,London,Athletics,Athletics,Deedee Trotter,USA,Women,400M,Bronze,United States,
29630,2012,London,Athletics,Athletics,Felix Sanchez,DOM,Men,400M Hurdles,Gold,Dominican Republic,
29631,2012,London,Athletics,Athletics,Michael Tinsley,USA,Men,400M Hurdles,Silver,United States,
29632,2012,London,Athletics,Athletics,Javier Culson,PUR,Men,400M Hurdles,Bronze,Puerto Rico*,
29633,2012,London,Athletics,Athletics,Natalya Antyukh,RUS,Women,400M Hurdles,Gold,Russia,
29634,2012,London,Athletics,Athletics,Lashinda Demus,USA,Women,400M Hurdles,Silver,United States,
29635,2012,London,Athletics,Athletics,Zuzana Hejnova,CZE,Women,400M Hurdles,Bronze,Czech Republic,
29636,2012,London,Athletics,Athletics,Kemar Bailey-Cole,JAM,Men,4X100M Relay,Gold,Jamaica,
29637,2012,London,Athletics,Athletics,Yohan Blake,JAM,Men,4X100M Relay,Gold,Jamaica,
29638,2012,London,Athletics,Athletics,Usain Bolt,JAM,Men,4X100M Relay,Gold,Jamaica,
29639,2012,London,Athletics,Athletics,Nesta Carter,JAM,Men,4X100M Relay,Gold,Jamaica,
29640,2012,London,Athletics,Athletics,Michael Frater,JAM,Men,4X100M Relay,Gold,Jamaica,
29641,2012,London,Athletics,Athletics,Keston Bledman,TRI,Men,4X100M Relay,Silver,Trinidad and Tobago,
29642,2012,London,Athletics,Athletics,Marc Burns,TRI,Men,4X100M Relay,Silver,Trinidad and Tobago,
29643,2012,London,Athletics,Athletics,Emmanuel Callender,TRI,Men,4X100M Relay,Silver,Trinidad and Tobago,
29644,2012,London,Athletics,Athletics,Richard Thompson,TRI,Men,4X100M Relay,Silver,Trinidad and Tobago,
29645,2012,London,Athletics,Athletics,Christophe Lemaitre,FRA,Men,4X100M Relay,Bronze,France,
29646,2012,London,Athletics,Athletics,Pierre-Alexis Pessonneaux,FRA,Men,4X100M Relay,Bronze,France,
29647,2012,London,Athletics,Athletics,Ronald Pognon,FRA,Men,4X100M Relay,Bronze,France,
29648,2012,London,Athletics,Athletics,Jimmy Vicaut,FRA,Men,4X100M Relay,Bronze,France,
29649,2012,London,Athletics,Athletics,Allyson Felix,USA,Women,4X100M Relay,Gold,United States,
29650,2012,London,Athletics,Athletics,Carmelita Jeter,USA,Women,4X100M Relay,Gold,United States,
